VARIABLE_NAME,DESCRIPTION,LOCATION,XPATH
SA-PC-03-TOTAINCOTOTA,Total,SCHED-A-PART-03-LINE-13f,Return/ReturnData/IRS990ScheduleA/TotalIncome/Total
SA-PC-03-TOTASUPPTOTA3,Total,SCHED-A-PART-03-LINE-13f,Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/TotalSupportTotal
SA-PC-03-TOTASUPPTOTA3,Total,SCHED-A-PART-03-LINE-13f,Return/ReturnData/IRS990ScheduleA/TotalSupportTotal
SA-PC-03-TIMGREPYMINU3,Prior year minus 3,SCHED-A-PART-03-LINE-13g-a,Return/ReturnData/IRS990ScheduleA/TotalIncomeMinusGroReceiptsEtc/PriorYearMinus3
SA-PC-03-TIMGREPYMINU2,Prior year minus 2,SCHED-A-PART-03-LINE-13g-b,Return/ReturnData/IRS990ScheduleA/TotalIncomeMinusGroReceiptsEtc/PriorYearMinus2
SA-PC-03-TIMGREPYMINU1,Prior year minus 1,SCHED-A-PART-03-LINE-13g-c,Return/ReturnData/IRS990ScheduleA/TotalIncomeMinusGroReceiptsEtc/PriorYearMinus1
SA-PC-03-TIMGREPYEAR,Prior Year,SCHED-A-PART-03-LINE-13g-d,Return/ReturnData/IRS990ScheduleA/TotalIncomeMinusGroReceiptsEtc/PriorYear
SA-PC-03-TIMGRETOTAL,Total,SCHED-A-PART-03-LINE-13g-f,Return/ReturnData/IRS990ScheduleA/TotalIncomeMinusGroReceiptsEtc/Total
SA-PC-03-FIRST5YEARS509,First five years?,SCHED-A-PART-03-LINE-14,Return/ReturnData/IRS990ScheduleA/First5Years509
SA-PC-03-FIRST5YEARS509,First five years?,SCHED-A-PART-03-LINE-14,Return/ReturnData/IRS990ScheduleA/First5Years509Ind
SA-PC-03-FIRST5YEARSE3,First five years?,SCHED-A-PART-03-LINE-14,Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/First5Years
SA-PC-03-ODOLPSPERCEN2,Public support percentage CY,SCHED-A-PART-03-LINE-15,Return/ReturnData/IRS990ScheduleA/OrgDescribedOnLine12/PublicSupportPercentage2
SA-PC-03-PUBLSUPPPERC3,Public support percentage CY,SCHED-A-PART-03-LINE-15,Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/PublicSupportPercentage
SA-PC-03-PUBLSUPPPERC3,Public support percentage CY,SCHED-A-PART-03-LINE-15,Return/ReturnData/IRS990ScheduleA/PublicSupportPercentage509
SA-PC-03-PUBLSUPPPERT3,Public support percentage CY,SCHED-A-PART-03-LINE-15,Return/ReturnData/IRS990ScheduleA/PublicSupportCY509Pct
SA-PC-03-PRIYEASUPPER3,Public support percentage PY,SCHED-A-PART-03-LINE-16,Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/PriorYearSupportPercentage
SA-PC-03-PRIYEASUPPER3,Public support percentage PY,SCHED-A-PART-03-LINE-16,Return/ReturnData/IRS990ScheduleA/PriorYearSupportPercentage
SA-PC-03-PUSUPEPRYEEA3,Public support percentage PY,SCHED-A-PART-03-LINE-16,Return/ReturnData/IRS990ScheduleA/PublicSupportPY509Pct
SA-PC-03-ININCYYPPCCT,Investment income percentage CY,SCHED-A-PART-03-LINE-17,Return/ReturnData/IRS990ScheduleA/InvestmentIncomeCYPct
SA-PC-03-INVEINCOPERC,Investment income percentage CY,SCHED-A-PART-03-LINE-17,Return/ReturnData/IRS990ScheduleA/InvestmentIncomePercentage
SA-PC-03-INVEINCOPERC3,Investment income percentage CY,SCHED-A-PART-03-LINE-17,Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/InvestmentIncomePercentage
SA-PC-03-ODOLIIPERCEN,Investment income percentage CY,SCHED-A-PART-03-LINE-17,Return/ReturnData/IRS990ScheduleA/OrgDescribedOnLine12/InvestmentIncomePercentage
SA-PC-03-ININPYYPPCCT,Investment income percentage PY,SCHED-A-PART-03-LINE-18,Return/ReturnData/IRS990ScheduleA/InvestmentIncomePYPct
SA-PC-03-PRIINVINCPER3,Investment income percentage PY,SCHED-A-PART-03-LINE-18,Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/PriorYrInvestIncomePercentage
SA-PC-03-PRIINVINCPER3,Investment income percentage PY,SCHED-A-PART-03-LINE-18,Return/ReturnData/IRS990ScheduleA/PriorYrInvestIncomePercentage
SA-PC-03-TTPSTCYINDCRR3,33.33 % Tests – CY,SCHED-A-PART-03-LINE-19a,Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/ThirtyThreePercntTestsCurrent
SA-PC-03-TTPSTCYINDCRR3,33.33 % Tests – CY,SCHED-A-PART-03-LINE-19a,Return/ReturnData/IRS990ScheduleA/ThirtyThreePercntTestsCY509
SA-PC-03-TTPSTCYINDCRR3,33.33 % Tests – CY,SCHED-A-PART-03-LINE-19a,Return/ReturnData/IRS990ScheduleA/ThirtyThrPctSuprtTestsCY509Ind
SA-PC-03-THTHPETEPRRI3,33.33 % Tests – PY,SCHED-A-PART-03-LINE-19b,Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/ThirtyThreePercntTestsPrior
SA-PC-03-THTHPETEPRRI3,33.33 % Tests – PY,SCHED-A-PART-03-LINE-19b,Return/ReturnData/IRS990ScheduleA/ThirtyThreePercntTestsPY509
SA-PC-03-THTHPETEPRRI3,33.33 % Tests – PY,SCHED-A-PART-03-LINE-19b,Return/ReturnData/IRS990ScheduleA/ThirtyThrPctSuprtTestsPY509Ind
SA-PC-03-PRIVATFOUNDA3,Private Foundation,SCHED-A-PART-03-LINE-20,Return/ReturnData/IRS990ScheduleA/Form990ScheduleAPartIII/PrivateFoundation
SA-PC-03-PRIVATFOUNDA3,Private Foundation,SCHED-A-PART-03-LINE-20,Return/ReturnData/IRS990ScheduleA/PrivateFoundation509
SA-PC-03-PRIVATFOUNDA3,Private Foundation,SCHED-A-PART-03-LINE-20,Return/ReturnData/IRS990ScheduleA/PrivateFoundation509Ind
SA-PC-03-OPTIPYMINUS33,Prior year minus 3,SCHED-A-PART-03-LINE-25-old-a,Return/ReturnData/IRS990ScheduleA/OnePercentOfTotalIncome/PriorYearMinus3
SA-PC-03-OPTIPYMINUS22,Prior year minus 2,SCHED-A-PART-03-LINE-25-old-b,Return/ReturnData/IRS990ScheduleA/OnePercentOfTotalIncome/PriorYearMinus2
SA-PC-03-OPTIPYMINUS11,Prior year minus 1,SCHED-A-PART-03-LINE-25-old-c,Return/ReturnData/IRS990ScheduleA/OnePercentOfTotalIncome/PriorYearMinus1
SA-PC-03-ONPETOINPRYE,Prior year,SCHED-A-PART-03-LINE-25-old-d,Return/ReturnData/IRS990ScheduleA/OnePercentOfTotalIncome/PriorYear
SA-PC-03-ODOLPTIMGRET,Enter 2% of line 24(e),SCHED-A-PART-03-LINE-26a,Return/ReturnData/IRS990ScheduleA/OrgDescribedOnLines10or11/Pct2TotIncmMinusGroReceiptsEtc
SA-PC-03-ODOLTNSUPPOR,Total non-public support,SCHED-A-PART-03-LINE-26d,Return/ReturnData/IRS990ScheduleA/OrgDescribedOnLines10or11/TotalNonpublicSupport
SA-PC-03-RRDSELFDSTLN,Line Number,SCHED-A-Part-03-Line-2e-COL-A,Return/ReturnData/SelfDealingStatement/SelfDealing/LineNumber
SA-PC-03-RRDSELFDSTEX,Explanation,SCHED-A-Part-03-Line-2e-COL-B,Return/ReturnData/SelfDealingStatement/SelfDealing/Explanation
SA-PC-03-RRDSAWRDSTAT,ScholarshipAwardStatement,SCHED-A-Part-03-Line-3a,Return/ReturnData/ScholarshipAwardStatement/Statement
SA-PC-03-RRDCONEASSTAT,ConservationEasements Statement,SCHED-A-Part-03-Line-3c-col,Return/ReturnData/ConservationEasements/Statement
SA-PC-04-OISOIDESSADES,Description,SCHED-A-Part-04-A Line-22-COL-A,Return/ReturnData/OtherIncomeSchedule/OtherIncome/Description
SA-PC-04-OISOIDESSAPRY,Prior year,SCHED-A-Part-04-A Line-22-COL-B,Return/ReturnData/OtherIncomeSchedule/OtherIncome/PriorYear
SA-PC-04-OISOIDESSAPR1,Prior year minus 1,SCHED-A-Part-04-A Line-22-COL-C,Return/ReturnData/OtherIncomeSchedule/OtherIncome/PriorYearMinus1
SA-PC-04-OISOIDESSAPR2,Prior year minus 2,SCHED-A-Part-04-A Line-22-COL-D,Return/ReturnData/OtherIncomeSchedule/OtherIncome/PriorYearMinus2
SA-PC-04-OISOIDESSAPR3,Prior year minus 3,SCHED-A-Part-04-A Line-22-COL-E,Return/ReturnData/OtherIncomeSchedule/OtherIncome/PriorYearMinus3
SA-PC-04-OISOIDESSATOT,Total,SCHED-A-Part-04-A Line-22-COL-F,Return/ReturnData/OtherIncomeSchedule/OtherIncome/Total
SA-PC-04-FSASOLBNGDIN,All supported organizations listed by name in governing documents?,SCHED-A-PART-04-SECTION-A-LINE-01,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/ListedByNameGoverningDocInd
SA-PC-04-FSASOSONIRSD,Any supported organization that does not have IRS determination?,SCHED-A-PART-04-SECTION-A-LINE-02,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SuprtOrgNoIRSDeterminationInd
SA-PC-04-FSASOSOSCIND,Supported org described in Section 501(c)(4)-5 (6)?,SCHED-A-PART-04-SECTION-A-LINE-03a,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportedOrgSectionC456Ind
SA-PC-04-FSASOSOQIND,Confirmed supported org qualified?,SCHED-A-PART-04-SECTION-A-LINE-03b,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportedOrgQualifiedInd
SA-PC-04-FSASOSESBIND,Ensure support used exclusively for section 170(c)(2)(B) purposes?,SCHED-A-PART-04-SECTION-A-LINE-03c,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SuprtExclusivelySec170c2BInd
SA-PC-04-FSASOSONOIND,Any supported organized not organized in the United States?,SCHED-A-PART-04-SECTION-A-LINE-04a,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportedOrgNotOrganizedUSInd
SA-PC-04-FSASOCDGFOIN,Ultimate control in deciding whether to make grants to foreign supported org?,SCHED-A-PART-04-SECTION-A-LINE-04b,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/ControlDecidingGrntFrgnOrgInd
SA-PC-04-FSASOSFONDIN,Support any foreign organizations that does not have IRS determination?,SCHED-A-PART-04-SECTION-A-LINE-04c,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportForeignOrgNoDetermInd
SA-PC-04-FSASOOCSOIND,Organization add substitute or remove any supported org during the year?,SCHED-A-PART-04-SECTION-A-LINE-05a,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/OrganizationChangeSuprtOrgInd
SA-PC-04-FSASOSOCDIND,Supported organization part of a class already designated in orgs organizing document?,SCHED-A-PART-04-SECTION-A-LINE-05b,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportedOrgClassDesignatedInd
SA-PC-04-FSASOSBOCIND,Substitution the result of an event beyond the organization's control?,SCHED-A-PART-04-SECTION-A-LINE-05c,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SubstitutionBeyondOrgCntlInd
SA-PC-04-FSASOSNSOIND,Support anyone other than supported organizations?,SCHED-A-PART-04-SECTION-A-LINE-06,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/SupportNonSupportedOrgInd
SA-PC-04-FSASOPSCIND,Provide grant loan compensation to a substantial contributor?,SCHED-A-PART-04-SECTION-A-LINE-07,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/PaymentSubstantialContribtrInd
SA-PC-04-FSASOLDPIND,Loan to disqualified person?,SCHED-A-PART-04-SECTION-A-LINE-08,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/LoanDisqualifiedPersonInd
SA-PC-04-FSASOCDPIND,Controlled by one or more disqualified persons?,SCHED-A-PART-04-SECTION-A-LINE-09a,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/ControlledDisqualifiedPrsnInd
SA-PC-04-FSASODPCIIND,Disqualified person hold controlling interest in any entity which supporting org had an interest?,SCHED-A-PART-04-SECTION-A-LINE-09b,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/DisqualifiedPrsnControllIntInd
SA-PC-04-FSASODPOIIND,Disqualified person have an ownership interest in assets which supporting org had an interest?,SCHED-A-PART-04-SECTION-A-LINE-09c,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/DisqualifiedPrsnOwnrIntInd
SA-PC-04-FSASOEBHRIND,Subject to excess business holding rules?,SCHED-A-PART-04-SECTION-A-LINE-10a,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/ExcessBusinessHoldingsRulesInd
SA-PC-04-FSASOEBHIND,Excess business holdings in the tax year?,SCHED-A-PART-04-SECTION-A-LINE-10b,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/ExcessBusinessHoldingsInd
SA-PC-04-FSASOCCIND,A person who controls alone or together with persons in (ii) and (iii) below the governing body of the supported organization?,SCHED-A-PART-04-SECTION-A-LINE-11a,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/ContributionControllerInd
SA-PC-04-FSASOCFIND,A family member of a party described in (i) above?,SCHED-A-PART-04-SECTION-A-LINE-11b,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/ContributionFamilyInd
SA-PC-04-CONTCONTINDN,A 35% controlled entity of a person described in (i) or (ii) above?,SCHED-A-PART-04-SECTION-A-LINE-11c,Return/ReturnData/IRS990ScheduleA/Form990SchASupportingOrgGrp/Contribution35ControlledInd
SA-PC-04-FSATSOPAMDTI,Directors trustees or membership of supported org have power to regularly appoint or elect at least majority of orgs directors or trustees?,SCHED-A-PART-04-SECTION-B-LINE-01,Return/ReturnData/IRS990ScheduleA/Form990SchAType1SuprtOrgGrp/PowerAppointMajorityDirTrstInd
SA-PC-04-FSATSOOBNSOI,Operate for the benefit of any other supported organization?,SCHED-A-PART-04-SECTION-B-LINE-02,Return/ReturnData/IRS990ScheduleA/Form990SchAType1SuprtOrgGrp/OperateBenefitNonSuprtOrgInd
SA-PC-04-MADITRSUORRG,Also a majority of the directors or trustees of each of the organizations supported orgs?,SCHED-A-PART-04-SECTION-C-LINE-01,Return/ReturnData/IRS990ScheduleA/MajorityDirTrstSupportedOrgInd
SA-PC-04-FSATSOATPDIN,Timely provided written notice copy of Form 990 and governing documents?,SCHED-A-PART-04-SECTION-D-LINE-01,Return/ReturnData/IRS990ScheduleA/Form990SchAType3SprtOrgAllGrp/TimelyProvidedDocumentsInd
SA-PC-04-FSATSOAOCRIN,Maintained close and continuous working relationship with the supported organization?,SCHED-A-PART-04-SECTION-D-LINE-02,Return/ReturnData/IRS990ScheduleA/Form990SchAType3SprtOrgAllGrp/OfficersCloseRelationshipInd
SA-PC-04-FSATSOASOVII,Supported organizations have significant voice in the organizations investment policies?,SCHED-A-PART-04-SECTION-D-LINE-03,Return/ReturnData/IRS990ScheduleA/Form990SchAType3SprtOrgAllGrp/SupportedOrgVoiceInvestmentInd
SA-PC-04-FSATFIATIND,Satisfied activities test,SCHED-A-PART-04-SECTION-E-LINE-01a,Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ActivitiesTestInd
SA-PC-04-FSATFIPSOIND,Parent of each of its supported organizations,SCHED-A-PART-04-SECTION-E-LINE-01b,Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ParentSupportedOrgInd
SA-PC-04-FSATFIGEIND,Supported a governmental entity,SCHED-A-PART-04-SECTION-E-LINE-01c,Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/GovernmentalEntityInd
SA-PC-04-FSATFIAFEPIN,Substantially all activities during the year directly further exempt purposes of the supported organization?,SCHED-A-PART-04-SECTION-E-LINE-02a,Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ActivitiesFurtherExemptPrpsInd
SA-PC-04-FSATFIAEOIIN,Constitute activities that but for the organizations involvement supported org would have been engaged?,SCHED-A-PART-04-SECTION-E-LINE-02b,Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ActivitiesEngagedOrgInvlmntInd
SA-PC-04-FSATFIAEMOIN,Power to regularly appoint or elect majority of the officers of each supported organization?,SCHED-A-PART-04-SECTION-E-LINE-03a,Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/AppointElectMajorityOfficerInd
SA-PC-04-FSATFIEDPIND,Exercise a substantial degree of direction over policies programs or activities of each supported org?,SCHED-A-PART-04-SECTION-E-LINE-03b,Return/ReturnData/IRS990ScheduleA/Form990SchAType3FuncIntGrp/ExerciseDirectionPoliciesInd
SA-PC-05-TRUINTPARTES,Organization satisfied Integral Part Test as qualifying trust,SCHED-A-PART-05-LINE-01,Return/ReturnData/IRS990ScheduleA/TrustIntegralPartTestInd
SA-PC-05-ROROGFAIDSTAT,ExplnOfReceiptOrRevocationOfGovtFinancialAid,SCHED-A-PART-05-Line-34b,Return/ReturnData/ReceiptOrRvkOfGovtFinancialAid/Statement
SA-PC-05-CWRP7550EX,ComplianceWithRevProc75_50Explanation,SCHED-A-PART-05-Line-35,Return/ReturnData/ComplianceWithRevProc75_50Expl/Explanation
SA-PC-05-ANINSTCGANIP,Net short-term capital gain PY,SCHED-A-PART-05-SECTION-A-LINE-01a,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/NetSTCapitalGainAdjNetIncmGrp/PriorYearAmt
SA-PC-05-ANINSTCGANIC,Net short-term capital gain CY,SCHED-A-PART-05-SECTION-A-LINE-01b,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/NetSTCapitalGainAdjNetIncmGrp/CurrentYearAmt
SA-PC-05-ANIRPYDPYEAR,Recoveries of prior-year distributionsPY,SCHED-A-PART-05-SECTION-A-LINE-02a,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/RecoveriesPYDistributionsGrp/PriorYearAmt
SA-PC-05-ANIRPYDCYEAR,Recoveries of prior-year distributionsCY,SCHED-A-PART-05-SECTION-A-LINE-02b,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/RecoveriesPYDistributionsGrp/CurrentYearAmt
SA-PC-05-ANIOGIPYEAR,Other gross incomePY,SCHED-A-PART-05-SECTION-A-LINE-03a,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/OtherGrossIncomeGrp/PriorYearAmt
SA-PC-05-ANIOGICYEAR,Other gross incomeCY,SCHED-A-PART-05-SECTION-A-LINE-03b,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/OtherGrossIncomeGrp/CurrentYearAmt
SA-PC-05-ANIAGIPYEAR,Add lines 1 through 3.PY,SCHED-A-PART-05-SECTION-A-LINE-04a,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/AdjustedGrossIncomeGrp/PriorYearAmt
SA-PC-05-ANIAGICYEAR,Add lines 1 through 3.CY,SCHED-A-PART-05-SECTION-A-LINE-04b,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/AdjustedGrossIncomeGrp/CurrentYearAmt
SA-PC-05-ANIDDPYEAR,Depreciation and depletionPY,SCHED-A-PART-05-SECTION-A-LINE-05a,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/DepreciationDepletionGrp/PriorYearAmt
SA-PC-05-ANIDDCYEAR,Depreciation and depletionCY,SCHED-A-PART-05-SECTION-A-LINE-05b,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/DepreciationDepletionGrp/CurrentYearAmt
SA-PC-05-ANIPIPYEAR,Portion of operating expenses paid or incurredPY,SCHED-A-PART-05-SECTION-A-LINE-06a,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/ProductionIncomeGrp/PriorYearAmt
SA-PC-05-ANIPICYEAR,Portion of operating expenses paid or incurredCY,SCHED-A-PART-05-SECTION-A-LINE-06b,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/ProductionIncomeGrp/CurrentYearAmt
SA-PC-05-ANIOEPYEAR,Other expensesPY,SCHED-A-PART-05-SECTION-A-LINE-07a,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/OtherExpensesGrp/PriorYearAmt
SA-PC-05-ANIOECYEAR,Other expensesCY,SCHED-A-PART-05-SECTION-A-LINE-07b,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/OtherExpensesGrp/CurrentYearAmt
SA-PC-05-ANITANIPYEAR,Adjusted Net IncomePY,SCHED-A-PART-05-SECTION-A-LINE-08a,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/TotalAdjustedNetIncomeGrp/PriorYearAmt
SA-PC-05-ANITANICYEAR,Adjusted Net IncomeCY,SCHED-A-PART-05-SECTION-A-LINE-08b,Return/ReturnData/IRS990ScheduleA/AdjustedNetIncomeGrp/TotalAdjustedNetIncomeGrp/CurrentYearAmt
SA-PC-05-MAAAMOSPYEAR,Average monthly value of securitiesPY,SCHED-A-PART-05-SECTION-B-LINE-01a-a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyFMVOfSecGrp/PriorYearAmt
SA-PC-05-MAAAMOSCYEAR,Average monthly value of securitiesCY,SCHED-A-PART-05-SECTION-B-LINE-01a-b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyFMVOfSecGrp/CurrentYearAmt
SA-PC-05-MAAAMCBPYEAR,Average monthly cash balancesPY,SCHED-A-PART-05-SECTION-B-LINE-01b-a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyCashBalancesGrp/PriorYearAmt
SA-PC-05-MAAAMCBCYEAR,Average monthly cash balancesCY,SCHED-A-PART-05-SECTION-B-LINE-01b-b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyCashBalancesGrp/CurrentYearAmt
SA-PC-05-MAAONEUAPYEA,Fair market value of other non-exempt-use assetsPY,SCHED-A-PART-05-SECTION-B-LINE-01c-a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/FMVOtherNonExemptUseAssetGrp/PriorYearAmt
SA-PC-05-MAAONEUACYEA,Fair market value of other non-exempt-use assetsCY,SCHED-A-PART-05-SECTION-B-LINE-01c-b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/FMVOtherNonExemptUseAssetGrp/CurrentYearAmt
SA-PC-05-MAATONEUAPYE,Total PY,SCHED-A-PART-05-SECTION-B-LINE-01d-a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalFMVOfNonExemptUseAssetGrp/PriorYearAmt
SA-PC-05-MAATONEUACYE,Total CY,SCHED-A-PART-05-SECTION-B-LINE-01d-b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalFMVOfNonExemptUseAssetGrp/CurrentYearAmt
SA-PC-05-MIASAMDICLLA,Discount claimed for blockage or other factors,SCHED-A-PART-05-SECTION-B-LINE-01e,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/DiscountClaimedAmt
SA-PC-05-MAAAIPYEAR,Acquisition indebtedness applicable to non-exempt-use assetsPY,SCHED-A-PART-05-SECTION-B-LINE-02a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AcquisitionIndebtednessGrp/PriorYearAmt
SA-PC-05-MAAAICYEAR,Acquisition indebtedness applicable to non-exempt-use assetsCY,SCHED-A-PART-05-SECTION-B-LINE-02b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AcquisitionIndebtednessGrp/CurrentYearAmt
SA-PC-05-MAAALIPYEAR,Subtract line 2 from line 1d.PY,SCHED-A-PART-05-SECTION-B-LINE-03a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/PriorYearAmt
SA-PC-05-MAAALICYEAR,Subtract line 2 from line 1d.Y,SCHED-A-PART-05-SECTION-B-LINE-03b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/CurrentYearAmt
SA-PC-05-MAACDCPYEAR,Cash deemed held for exempt usePY,SCHED-A-PART-05-SECTION-B-LINE-04a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/PriorYearAmt
SA-PC-05-MAACDCCYEAR,Cash deemed held for exempt useCY,SCHED-A-PART-05-SECTION-B-LINE-04b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/CurrentYearAmt
SA-PC-05-MAANVNEUAPYE,Net value of non-exempt-use assetsPY,SCHED-A-PART-05-SECTION-B-LINE-05a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/PriorYearAmt
SA-PC-05-MAANVNEUACYE,Net value of non-exempt-use assetsCY,SCHED-A-PART-05-SECTION-B-LINE-05b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/CurrentYearAmt
SA-PC-05-MAAPONVNEUAP,Multiply line 5 by .035.PY,SCHED-A-PART-05-SECTION-B-LINE-06a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/PriorYearAmt
SA-PC-05-MAAPONVNEUAC,Multiply line 5 by .035.CY,SCHED-A-PART-05-SECTION-B-LINE-06b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/CurrentYearAmt
SA-PC-05-MAARPYDMAPYE,Recoveries of prior-year distributionsPY,SCHED-A-PART-05-SECTION-B-LINE-07a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/PriorYearAmt
SA-PC-05-MAARPYDMACYE,Recoveries of prior-year distributionsCY,SCHED-A-PART-05-SECTION-B-LINE-07b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/CurrentYearAmt
SA-PC-05-MAATMAPYEAR,Minimum Asset AmountPY,SCHED-A-PART-05-SECTION-B-LINE-08a,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/PriorYearAmt
SA-PC-05-MAATMACYEAR,Minimum Asset AmountCY,SCHED-A-PART-05-SECTION-B-LINE-08b,Return/ReturnData/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/CurrentYearAmt
SA-PC-05-CYYAADNEINDI,Adjusted net income amount for prior year - distributable amount (from Section A line 8 Column A),SCHED-A-PART-05-SECTION-C-LINE-01b,Return/ReturnData/IRS990ScheduleA/CYAdjNetIncomeDistributableAmt
SA-PC-05-DACYANIDISTR,Adjusted net income amount for prior year - distributable amount (from Section A line 8 Column A),SCHED-A-PART-05-SECTION-C-LINE-01b,Return/ReturnData/IRS990ScheduleA/DistributableAmountGrp/CYAdjNetIncomeDistributableAmt
SA-PC-05-CYYPPCADNEIN,85% Percent of adjusted net income amount - distributable amount,SCHED-A-PART-05-SECTION-C-LINE-02b,Return/ReturnData/IRS990ScheduleA/CYPct85AdjustedNetIncomeAmt
SA-PC-05-DACYPANINCOM,85% Percent of adjusted net income amount - distributable amount,SCHED-A-PART-05-SECTION-C-LINE-02b,Return/ReturnData/IRS990ScheduleA/DistributableAmountGrp/CYPct85AdjustedNetIncomeAmt
